gene_id,10.5_n1,10.5_n2,11.5_n1,11.5_n2,13.5_n1,13.5_n2,15.5_n1,15.5_n2,15.5_n3,15.5_n4,18.5_n1,18.5_n2,P0_n1,P0_n2,Adult_n1,Adult_n2
ADRA1B,4,8,2,17,71,60,15,18,7,7,9,17,20,17,15,13
FAM228B,8,26,4,14,16,12,26,34,9,17,9,4,42,41,33,38
FAM241A,44,43,10,43,82,71,320,269,96,114,95,106,520,319,402,641
LAMTOR4,214,160,62,127,579,708,495,630,293,264,324,320,911,547,614,830
GK2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HYLS1,419.06,588.91,80.47,178.78,270.78,226.06,314.76,678.87,112.48,71.69,75.27,118.16,163.68,158.99,125.83,150.71
KCNB1,85,142,44,101,203,100,649,361,489,456,612,426,881,791,384,346
PROKR2,26,32,52,94,26,53,75,35,8,5,25,23,26,12,0,1
TOR1AIP2,1643.05,1941.59,374.81,909.53,2815.02,2122.59,3905.24,3918.77,1411.43,1173.52,1741.83,2075.37,2949.04,2379.6,2548.16,3329.24
MAML1,715,1092,205,439,889,558,1498,1713,432,310,432,560,983,865,727,879
OR8U3,1,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0
MMP13,1,0,0,3,0,1,3,1,147,169,928,1560,1458,1095,38,15
LRRC4C,28,14,8,86,81,69,21,31,15,21,6,40,35,32,12,16
FAM78A,36,55.41,24,64.25,857.82,840.64,653.2,434.33,321.36,225.04,485.87,222.55,598.61,557.95,164.1,200.08
ZNF831,0,4,3,37,10,6,7,2,3,11,9,12,7,6,7,4
OR8K5,2,2,0,19,1,0,4,1,0,4,0,0,4.04,0,5,2
ZNF226,267,442,98,168,308,208,288,381,111,61,91,103,248,165,167,167
MICOS10,233,224,60,169,320,310,2094,1843,375,358,404,417,4112,2469,1978,2771
TXNDC2,3,9,0,11,1,0,4,1,1,0,1,1,10,2,3,1
OR14J1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1.99
ZSCAN29,355,567,75,211,338,233,460,521,239,164,184,232,541,409,668,778
RPS27,5493,3956,1300,2796,7314,9113,11961.8,10743,4038,3100.98,3827,4536,12078,6529,5099,7544
CATSPERZ,1,0,3,3.02,4,4,6.74,5.81,0.74,3.6,5,10.81,9.27,11.55,8.76,19.52
GPD1L,382,446,49,205,677,605,1541,966,663,579,1037,898,1864,1525,1863,2900
UBALD2,520,483,82.42,200.23,613,557.67,792,976.08,303,245,351.23,358.95,1035,688.43,647,975.55
TMEM150C,38,50,5,56,53,23,117.93,167,34,31,35,41,130.94,126.92,71.92,118.91
C3orf84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB119,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
TRHDE,16,52,18,66,31,20,73,160.86,19,22,26,16,22,23,27,37
VSTM4,22,23,52,87,826,420,938,857,251,174,423,352,660,513,70,104
GPATCH11,202,311,64,195,329,271,609,683,229,155,201,187,601,425,600,772
ISM2,5,5,1,5,25,11,14,4,9,3,2,12,18,14,8,10
GP1BA,16,23,0,48,53,56,24,17,16,30,22,31,55,57,35,30
CCDC96,54,63,2,34,13,6,220,335,76,48,6,40,154,88,61,100
CCDC54,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
PRKAA1,629,869,132,422,1105,872,1288,1444,614,551,703,787,1149,1092,1416,1742
EMILIN3,77,104,181,177,1012,407,1906,2216,452,219,644,462,687,687,121,93
C6orf136,62,59,8,34,91,129,445,282,202,214,282,242,937,676,440,692
FTL,14658.49,13071.77,2912.09,7012,20939.06,20098.71,15470.77,17358.38,6863.07,5003.87,8892.94,8837.01,14404.32,9469.86,7125.96,10717.53
SCG2,38,77,19,86,36,22,217,115,160,138,22,14,785,628,59,123
ZBTB26,585.05,842.2,140.48,414.15,414.76,339.95,444.88,650.24,277.61,228.49,199.75,182.54,255,247.67,314.43,372.86
PLEKHO2,229,330,55,151,692,488,748,727,294,195,382,470,945,754,494,626
ARHGAP42,419,815,176,362,617,281,974,995,291,298,277,284,789,762,643,745
VAMP8,168,163,79,198,931,975,1051,1410,512,416,521,550,2068,1204,1784,2686
PTGES,145,270,73,95,303,106,695,762,482,355,308,484,900,500,988,1385
OR2M3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
TRIM15,4,1,0,1,3,0,5,6,7,1,2,2,24,8,45,36
PGBD5,113,89,18,62,141,126,140,114,38,45,66,19,83,42,22,19
GP1BB,18.69,24.36,0,20.72,51.16,58.05,13.65,14.3,4,20.74,9.81,9.4,38.97,29.91,54.67,60.36
PRSS27,0,0,0,0,0,1,19,1,25,23,43,55,466,281,927,1955
TMEM37,35,22,6,22,242,313,235,151,379,250,523,418,601,438,356,413
HTR1F,2,0,1,2,1,0,8,9,3,4,3,0,6,1,0,0
CCDC126,64,69,27,62,161,153,251,303,101,72,68,128,249,185,207,283
OR10Z1,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0
B3GALT6,100,126,28,50,151,110,213,265,63,53,73,89,171,115,85,128
H2BC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUC15,1,2,1,10,4,2,69,75,25,34,29,70,111,47,431,369
ECPAS,2096,3325,524,1411,3175,2405,3758,3689,2961,2540,4510,4468,5660,4952,3741,4334
OR2T4,0,0,0,6,0,0,0,0,0,1,1,0,0,0,2,1
FAM131A,75,72,13,75,117,89,778,391,760,462,1161,782,1068,851,215,250
SLC29A4,132,209,23,118,68,44,108,76,8,20,9,13,45,32,5,14
SSTR5,2,1,3,4,17,44,0,1,0,0,0,1,0,0,0,0
VWC2,7,6,12,34,46,39,333,216,119,94,218,165,261,242,5,6
CDH20,32,78,2,27,23,39,109,102,23,7,18,19,38,21,3,7
ZNF623,370,474,74,203,412,332,404,453,182,153,187,226,364,221,337,431
OR10D3,2,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0
TMEM125,5,7,1,7,11,10,81,86,58,55,59,85,219,126,238,325
ATP5ME,885,821,196,487,1806,2245,2600,1521,1498,1519,1971,1965,5677,3103,2768,3704
PHOSPHO1,6.31,3.32,0,0.25,9.08,56.59,199.39,76.87,106.54,131.75,267.81,219.99,991.64,609,620.96,952.84
CLRN3,0,1,0,4,3,0,0,0,0,1,0,0,0,0,0,0
MINAR2,81,136,10,96,34,22,112,129,22,18,10,12,122,68,12,13
PDIK1L,438,519,101,263,442,311,443,580,216,164,209,187,303,283,317,348
TATDN1,150.44,286.65,35.92,125.99,227.11,133.63,241.75,316.19,160.64,146.11,178.1,199.26,481.52,346,241.06,313.35
RTN4RL2,5,8,0,9,9,0,2,2,0,0,0,1,0,2,1,0
MTNR1B,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
TVP23A,354.17,529.13,129.36,277.98,398.71,191.03,289.68,310.3,85.59,60.62,111.88,143.41,190.46,121.15,68.16,110.23
CDR2L,656,750,94,305,649,371,599,519,209,159,265,326,545,444,181,253
TMEM123,1321,1587,211,516,2296,1676,4144,3664,1012,899,1145,1381,3143,2388,3565,4076
ANKRD37,37,42,5,30,63,66,158,151,74,74,34,9.97,92,53,41,50
FGF4,0,0,1,10,0,1,8,30,0,2,0,0,1,0,2,4
ZNF366,57,75,15,64,78,31,289,188,128,107,156,136,214,187,271,246
P2RY10,0,1,1,5,10,1,14,23.05,3,6,5,7,17,12,37,34.2
DCAF12L2,32,33,5,23,72,48,33,72,12,21,19,17,16,19,1,5
MAP10,174,172,30,105,243,187,210,246,117,75,131,103,234,153,83,113
SGMS2,18,46,28,53,130,77,1206,808,542,360,999,956,889,832,1090,1444
EFCAB5,12,19,2,21,16,12,28,22,21,17,16,14,42,29,56,63
ZNF438,71,92,8,60,139,100,166,164,91,93,96,103,131,71,111,160
AMIGO1,170,336,39,161,213,150,1004,660,392,286,515,475,1102,898,834,952
GJA1,1882,3011.87,619,1502.99,2389.06,2040,3004,2981,831,823,1068,1824,2615,1878,4215,4024
ZNF169,125,265,40,173,155,115,155,168,110,102,96,99,83,97,147,180
INSL6,9,23,3,12,19,9,22,20,15,10,22,21,31,15,32,20
KCNS2,2,4,11,15,13,14,7,25,6,3,6,5,4,8,1,0
PRKCA,99,195,82,250,894,794,909,1038,460,370,652,763,1075,907,979,969
LIN28A,320,508,1,14,1,3,10,10,12,6,15,7,20,18,2,2
CREG2,13.71,18,3,51.49,11,12,98,34,23,20,23,24,22,13,3,7
GDPGP1,132,185,27,58.5,158,116,103,133,55,55,94,78,107,53,66,124
SELENON,676,1004,268,520,1827,1117,2565,2562,508,404,813,745,1700,1199,451,590
ADGB,2,6,1,5,7,2,233,196,111,82,4,42,227,102,107,181
CETN1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
FAM160A1,30,51,17,43,282,247,810.82,532.05,800.44,624.06,1352.03,1110.85,1417.64,1344.6,1466.59,1802.71
OR1F1,2.36,13.27,0.89,49.12,6,4,2.16,7.48,8.99,12.42,6,5,4.99,13.25,4.04,5.19
GATD1,478,537,137,325.37,799,707,755.89,1056,302,247,290.35,352.94,701,505.94,331,480
HS3ST1,25,31,21,59,99,91,110,113,45,34,65,61,135,99,201,292
TTC24,1,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0
ZNF429,979.62,1384.59,263.98,866.65,1552.06,1337.71,1521.81,2156.13,794.21,646.74,795.5,762.37,1205.94,887.37,1226.99,1417.77
RHOXF1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0
OLFML1,89,124,75,132,413,244,545,849,212,116,221,225,494,428,303,424
GPRC5C,484,1004,222,360,918,734,1483,1301,861,651,1025,971,1877,1375,474,739
P4HA3,32,50,28,115,391,183,782,1227,194,86,176,202,597,507,52,72
SPINK14,0,0,0,19,0,0,0,0,0,1,0,0,0,0,3,10
GJA10,0,0,0,7,0,0,0,2,0,1,0,0,0,1,0,0
FBLL1,14,23,0,24,6,8,11,4,3,1,3,0,4,0,0,0
MB21D2,400,581,132,362,500,449,611,580,241,156,254,288,610,619,429,544
LINGO3,15,5,1,2,2,3,40,5,60,33,119,52,134,127,33,90
VTCN1,2,1,0,8,7,17,62,99,54,49,42,49,184,120,241,413
RGS13,8,8,0,4,8,0,6,3,1,0,9,11,5,6,19,19
OR6X1,132.13,281.41,37.77,1109.83,155.31,89.27,127.19,127.93,214.22,271.57,70.7,162.59,273.4,202.04,143.68,228.16
MBLAC2,51,105,17,57,103,90,155,137,62,81,45,56,110,96,295,285
SV2C,54,157,12,293,278,150,894,852,196,253,106,73,369.23,377.93,183,213.55
FAM71E1,7,16,5,6,8,10,7,15,4,6,0,7,18,24,7,7
GHSR,2,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0
CAMK2N2,33,32,3,24,18,8,60,48,2,9,5,11,40,24,18,30
NAT1,47,60,2,14,90,72,75,110,45,49,34,62,123,72,112,149
ADNP,175.88,2489.61,72.36,542.88,138.73,15.13,539.51,556.65,29.19,21.96,58.81,47.88,51.17,191.98,210.81,143.21
TAS2R10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,10
COMMD3,325,440,142,312,690,586,956,1326,502,434,652,735,1975,1355,884,1221
CITED1,72,154,24,41,376,552,412,346,107,80,186,111,161,127,15,14
EML5,747.54,1085.07,41,277.79,515.94,363.35,449.46,205.99,227.08,278.35,101.48,100.75,312.78,388.52,290.3,306.95
RPUSD3,97,142.95,18,40,91,80.63,71,95.93,66,53,74.45,68.6,136.26,91.89,47.66,57.15
ZFP42,1,11,2,2,2,10,2,6,0,3,0,0,0,1,0,0
PLCB1,170,290,83,311,531,286,459.99,520,321.98,230,317,371,459,493.99,289,309
ZNF524,46,47,17,31,128,105,156.26,129.55,64.05,64,115,102,153.35,115,128,210
FAM174A,70,108,9,51,170,194,476,509,161,162,214,187,588,409,527,723
OR7C2,11.72,8.12,2.48,37.12,11.76,2.04,7.75,5.72,7.36,15.17,2.95,13.6,12.82,19.03,13.52,12.93
MRGPRD,1,0,0,4,0,0,1,1,0,2,0,1,8,9,4,6
GPR119,0,0,0,5,0,0,0,1,1,5,0,0,1,0,0,0
GPR183,30,76,16,28,101,67,61,65,55,37,53,54,55,40,32,53
ERCC6L,976.98,1300.01,152.8,328.88,967.04,534.02,577.76,665.08,116.48,94.99,229,179.83,271.41,235.47,131.06,88.08
BZW1,7359,8513,1239,3454,8012,5194,8589.95,10616.92,2572,2130,2965,4070,7075.96,5968.97,4469.42,5705.95
TCEANC,263,285,47,169,254,206,178,233,116,109,109,177,196,180,66,93
FAM83A,1,0,0,9,1,0,127.92,48.02,48,39,42,63,87.02,49,113,92.98
NYX,5,4,1,20,0,1,10,8,2,6,4,4,18,15,14,13
TMEM199,353,402,43,169,278,218,360,351,115,108,86,94,380,306,263,343
GEN1,574.46,686.54,80,205.65,468.37,216,384.13,382.21,88.91,81.03,108,124,211.17,158.86,105.35,91.03
MSRB3,345,438,125,253,2239,1339,1565,1572,978,640,1211,1362,2368,1974,1230,1472
SWSAP1,168,156,33,103,195,167,181,203,53,65,62,116,231,146,142,194
ISLR2,566,288,105,261,69,29,236.45,102,52,66,111,80,150,122,40,36
MSANTD1,8,23,1,9,8,4,18,21,6,9,2,4,12,13,23,35
NHLH1,152,288,0,98,0,0,1,1,0,4,0,0,0,0,0,0
JAGN1,251.44,261.51,42,149.39,464.19,360.18,671.2,608.32,180.22,154.2,264.05,296.36,567.33,310.44,304.82,490.55
ACTRT2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ZGRF1,618,1080,146,300,414,239,428,494,165,146,141,150,354,498,139,81
GDF6,36,56,25,34,139,113,122,318,23,16,17,56,99,69,31,47
PCMTD1,586,974,187,508,1029,851,1207,1602,968,946,894,1061,2280,1829,4056,4862
USP42,675,1044,170,466,643,457,911,901,224,178,264,306,459,453,378,407
OR4C45,1,0,0,45,0,0,0,0,0,8,0,0,0,0,0,0
FFAR2,0,0,0,6,9,1,3,1,4,4,13,3,14,17,5,13
TAF7,579,633,111,335,665,465,801,1008,322,243,398,554,997,718,285,302
MTLN,49,34,9,21,79,112,185,168,101,75,136,73,315,204,381,379
PCDH19,583,593,140,408,402,101,575,257,266,255,365,500,245,278,198,265
NUP160,975,1743,214,530,839,493,1170,1245,399,306,388,428,627,607,658,647
CACNA1C,187,670,246,532,1124,894,748,825,368,237,226,398,693,835,299,299
GFOD1,72,95,27,90,226,131,309,313,149,141,175,155,332,300,499,516
KIAA1671,403,595,116,281,1415,996,3560,2616,1398,1046,1691,1910,3438,3172,2341,2822
RAB11FIP5,136,247,117,205,1333,1418,2061,1579,749,531,1229,1446,2543,2179,960,1209
PLEKHM3,266,529,73,240.13,424,362.97,330,318.96,205,181,189.88,228,292.64,296,395.07,556.01
SPRYD4,259,253,51,132,554,507,544,462,330,264,573,540,903,573,344,457
ZNF436,521,713,161,381,989,756,1475,1448,613,446,666,649,1314,1377,1019,1239
SAMD3,27,0,0,2,2,0,0,0,0,1,1,0,0,0,1,0
COMMD1,652,556.54,144.22,339.34,873.31,912.29,1288.19,1282.62,449.14,366.19,566.95,535.48,1301.21,871.3,667.89,987.67
NCALD,299,351,46,244,771,462.02,1044.24,663.68,322.82,348,436,448,775.2,560,220,442
OR52E2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SIX1,393,608,102,274,117,49,1377,1536,413,326,551,469,1088,904,899,1294
PLPP7,51,40,12,31,175,142,490,272,414,281,748,425,965,725,443,523
PCDH1,200,393,73,205,600,311,1312,625,449,375,531,727,1390,881,2791,3413
KIF18B,842,925,144,257,586,390,510,576,104,73,147,173,259,258,82,105
FLRT3,1454,1749,501,895,1872,1321,506,641,148,116,142,241,223,185,90,112
ZBTB22,583,595,90,249,658,525,609,769,257,207,332,514,983,758,518,733
YWHAG,2215,3047,302,1368,2029,1758,6821,4545,1739,1601,2442,2077,6797,5125,4088,4475
TACSTD2,43,62,16,29,36,17,683,895,400,287,240,467,2337,1066,5065,7189
KCTD16,1,16,12,35,71,34,25,39,21,16,8,24,6,9,1,1
PPP1R37,677,788,190,326,977,823,1737,1768,604,535,730,730,2029,1444,1534,2002
PLAGL2,870,1357,126,405,903,623,1767,1791,334,250,230,354,1013,875,749,925
CCDC157,240,375,76,140,289,159,1242,1489,339,278,210,240,1243,1016,651,844
GPR87,6,13,1,5,13,7,62,34,54,62,46,98,260,98,785,1117
FHAD1,12,40,4,11,74,75,267,307,140,98,24,111,358,207,196,295
UBQLNL,0,0,0,8,0,0,1,1,0,0,0,7,0,0,0,0
CD14,11,14,4,6,33,27,65,82,45,37,61,74,402,259,848,1743
BBS12,166,245,42,93,159,102,232,348,68,54,71,75,258,167,112,132
CREBZF,606,876,147,320,407,247,1027,1247,333,276,184,242,1127,1131,1084,1140
C17orf78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MEIOC,5,19,7,20,11,14,30,26,5,7,6,13,11,18,5,6
HSPB3,0,0,7,9,198,344,528,261,321,184,445,329,1068,626,212,334
SPN,3,3,1,16,97,24,34,30,6,18,13,19,36,26,56,41
ZNF24,1954,2159,235,783,1685,1266,1664,2047,837,742,963,1028,1484,1421,967,1136
CBR1,281,288,75,211,424,476,613,715,162,162,158,160,744,449,626,875
FOXD4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
IRF2BP2,598,871.3,274.3,492.39,2022.06,1499.05,1511.39,1667.11,1151.4,854.27,1602.82,1689.59,1728.53,1332.83,1428,1554
KCNJ16,4,7,1,16,2,1,89,35,41,32,41,36,138,113,129,191
TLR6,5,15,8,26,116.85,59.84,128.43,129.74,69.61,34,94,122,158.76,117.18,73.28,109.17
ZNF786,95,148,22,90,71,38,53,52,20,12,11,39,29,18,17,22
UFSP1,27,38,9,15,38,34,320,243,124,98,156,135,649,394,297,301
WDFY4,30,42,10,20,210,68,145,102,104,99,187,180,150,121,141,173
OR6P1,3.98,7.76,0,9.94,2,0,3.49,6.52,2.71,7.81,0,2.02,4.82,6.3,3.28,3.54
MAFG,595,937,126,304,513,377,1823,1699,609,479,506,585,2361,1856,2265,2573.89
FAM181B,221.71,121.88,8,29.86,67.88,30,62,80,17,34,39,46,54,46,30,27
ARHGEF39,322,383,60,82,231,190,265,301,67,36,48,45,127,147,31,79
RPS19BP1,143,126,35,73,205,211,264,281,70,78,72,88,244,137,118,172
USP29,353.07,634.63,182.24,739.19,615.34,543.11,1642.84,1530.83,667.69,450.06,784.52,666.68,816.71,910.21,37.9,45.81
OR6K3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ZNF579,93,145,29,47,110,142,175,186,42,27,41,35,263,210,225,324
PUSL1,96.87,95.3,24.16,53.83,110.59,73.5,215.54,251.31,77.78,41.17,56.83,56.33,230.32,143.62,143.62,216.01
TCEAL8,1347,1462,284,752,2596,2855,2642,2944,859,627,1039,1120,2391,1755,570,841
OTUD6A,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1
MICAL3,754,1383,163,562,1824,1394,1518,1043,974,934,1058,1198,2420.97,2036,1456,1614
MAP3K19,1,19,0,23,0,0,240,252,165,94,5,69,132,74,67,106
OR2AG1,8,0,0,132,0,0,0,2,1,15,0,0,0,3,0,4
CCNB3,0,5,24,18,12,10,12,11,0,0,0,2,3,2,0,0
OR13C8,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
OTOP1,2,5,4,5,0,1,1,0,3,93,0,2,8,13,47,79
PCDHB2,16,29,3,32,26,18,23,23,7,6,15,19,9,16,8,13
RAP2A,697,793,155,464,1356,843,1765,1417,532,414,685,752,1281,921,729,790
KRT9,1,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0
UBQLN3,0,0,0,8,0,0,1,0,1,1,1,13,0,0,0,0
H1-4,7486.99,4732.99,962.99,1312.97,5887,4156.91,19.89,28.55,1215.91,746.72,2003.8,2573.88,22.89,23.79,116.4,92.29
KCTD19,1,1,0,0,1,0,1,0,0,0,1,3,5,4,3,8
B3GNT2,57,23.86,2.64,66.56,168.42,203.62,182.88,241.97,151.97,114.5,67.04,113.19,197.31,150.75,457.78,332.17
LRRC3,70,85,21,99.99,167,77,209.65,128,49.94,55,57,55,159.05,92.56,42.73,48.6
PCDHB1,1,0,0,6,0,0,2,1,0,1,0,0,1,2,2,5
C16orf89,9,13,1,14,118,72,259,260,242,192,80,79,609,998,175,199
COA6,55,44,11,22,123,135,171,195,63,60,72,47,175,130,130,157
DCUN1D4,500,721,96,318,467,417,760,865,169,154,157,187,572,447,340,438
TRIM32,812,1020,218,592,1144,752,970,1104,310,224,414,372,538,425,323,441
TREML4,4,0,1,5,5,6,1,4,2,0,1,0,9,1,5,7
PCBP1,765,994,169,366,791,782,5218,4990,493,370,579,589,3841,2788,2672,3693
TMEM198,45,40,0,23,20,12,36,31,25,14,13,5,50,42,35,50
SENP8,298,390,32,162,233,200,335,325,125,113,150,116,202,124,194,258
OR13H1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
APONP,7,10,0,5,4,3,3,10,0,1,0,2,0,0,1,1
WDCP,243.64,329.48,53.56,135.55,254.03,201.62,302.8,290.89,107.47,83.03,96.05,77,166.05,145.6,267.69,249.37
KCNF1,16,14,3,25,69,78,105,44,63,68,128,134,188,129,48,62
KCTD14,2,2,4,13,5,12,143,129,73,68,55,110,480,362,639,1189
FAM243B,0,0,0,11,0,2,1,0,0,1,1,0,1,0,0,0
METTL5,87,141,24,45,128,94,201.17,238.29,83,91,72,91,306.41,207.43,224.18,263.32
RINL,14,19,0,13,47,26,38,49,22,9,26,33,50,26,33,79
FAM229B,41,68,14,42,37,47,67,154,41,36,30,27,93.72,78,69,87
TTN,114,1016,3934,6195,83843,72274,71197,22839,505910,448952,802887,723010,87409,142928,73004,76094
WFDC21P,0,0,0,0,0,0,1,2,3,0,0,0,0,2,11,2
XRCC1,1220,1289,276,422,1110,936,1453,1826,407,288,541,446,1143,838,579,701
IQCJ,1.34,2,0,7.11,0,0,0,0,0,0,0,0,0,0,0,0
TUBGCP6,928.47,1533.62,247.89,503.69,901.63,643.38,1072.9,971.64,427.02,324.45,451.41,498.44,963.1,864.65,767.95,848.27
NLGN2,626,1087,248,672,713,412,2052,2109,272,185,279,368,1608,1405,712,922
KRTAP19-5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
COX6B2,61,72,15,29,57,87,192,358,26,38,19,18,143,84,45,82
SOX12,897,1154,225,540,1203,969,1149,1197,152,108,239,247,762,575,141,133
RHOXF2,1,3,2,36.61,2,0,2,0,0,3.6,1,0,0,0,0,2.68
GYPA,272,160,1,23,240,100,38,54,7,4,13,7,2,2,54,6
RTL8A,24,44,10,27,73,72,118,128,13,8,23,24,88,74,54,70
ARF3,1012,1443,236,697.27,1725,1345,3557.99,3659,691.92,577,809,956,3520.5,2570.38,2885.49,4234.83
MEST,15368.12,17744.82,3843.75,7081.22,27724.91,22339.39,54924.22,75245.38,10470.05,7419.24,15674.77,12890.63,17733.44,15674.56,257.21,255.87
SAMD7,0,0,0,13,0,0,14,13,10,4,14,10,14,18,1,1
TBC1D22A,276,365,81,193,556,515,552,583,284,260,406,413,796,617,506,678
KRT71,0,0,0,2,0,0,1,0,0,0,25,0,0,0,0,6
KLHDC1,16,22,3,35,97,95,220,209,126,104,80,119,289,204,587,705
TEX37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX6,784,604,166,526,699,530,1771,2083,1112,905,1234,998,1471,1684,1508,1548
TAS2R40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
RSPO2,297,271,58,135,320,147,267,323,77,40,61,106,124,88,19,28
SPATS2,1144,1477,207,540,1227,949,1342,1521,317,213,408,361,861,774,274,358
PRSS58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B3GLCT,408,473,116,274,734,509,644,838,174,152,241,282,572,502,233,316
XKR4,63,184,2,167,117,87,95,42,48,57,39,56,32,38,31,33
RNF133,3,1,0,5,0,0,0,1,3,0,1,3,1,1,0,2
NANOS2,0,1.72,0,8.5,0,0,0,3,0,1.71,0,0,1,0,1,0
PRDM9,24,39,6,24,19,10,48,42,17,30,6,5,143,98,179,161
ERICH1,92,120,11,58,111,78,114,136.09,41,44,36,71,127,101,125,146
CASR,6,10,6,12,25,3,76,10,74,36,35,28,100,174,13,17
SEC31B,13,27,3,2,5,2,53,42,66,55,46,48,177,153,381,422
IGFN1,0,0,2,48,0,0,13,11,8,15,1,7,111,136,144,141
SMIM11B,170,145,34,63,201,226,728,622,170,155,229,176,735,451,551,701
LAX1,6,5,4,10,13,7,32,15,11,9,4,2,51,38,15,24
OR10P1,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0
BTLA,9,5,8,12,4,0,12,11,9,7,21,6,22,20,56,79
SLC6A7,2,0,0,2,2,0,0,0,1,1,0,0,1,5,7,3
PFDN4,298,271,55,107,228,183,654,479,115,93,136,121,450,306,214,267
KLF13,724,1089,115,392,998,651,1878,1794,1027,756,1182,1171,1819,1631,1871,2014
ZNF217,689,1270,198,401,904,547,864,1072,408,343,389,432,731,623,853,1126
PARD3B,256,421.3,88,280.5,727.86,523,603,836,307.21,256,303,396,470,514,298,306
DOCK8,84,158,39,61,330,163,682,767,337,247,221,411,880,680,1287,1775
RGS14,5,4,3,21,12,10,63,43,21,12,12,3,60,31,27,50
PRSS51,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,6
GNPDA1,162.19,185.56,28.6,81.37,165.83,153,315.88,343.29,99.52,83.73,124.21,181.51,403.95,316.81,217.8,258.22
MTCL1,879,1589,76,301,324,142,1113,715,291,228,441,329,591,566,201,223
C9orf152,5,1,0,13,27,4,65,61,39,32,19,51,149,117,68,117
SEMA5B,479,562,35,132,160,64,267,110,23,33,70,73,128,108,11,25
FOXO6,13,20,2,21,29,22,76,104,46,28,39,30,187,116,128,169
BABAM2,285,384,56,158,454,300,624.88,570.98,276,221,370,406,789,677.94,529,752
RASAL3,8.31,9,1,7,37.92,16,21.74,17,6.71,3,11,11,33,10.63,14,38.41
PPP4R2,1850.47,2538.24,435.88,1137.77,1875,1383.76,2839.11,3235.12,971.8,822.67,961.86,1235.66,2418.24,2071.72,2430.52,3166.46
RPS10,5047,3250.62,1042,1861.17,6383,6830,6745.22,8467.46,2783.82,2070.8,3344,3204.18,6490.99,3727,4079,4760.25
PLPP2,168,145,32,74,253,152,359,343,158,153,153,268,701,341,764,1309
ACVR2A,1279.19,2093.75,283.78,992.6,1478.67,1088.86,1459.09,1408.77,803.39,726.46,877.49,1210.1,1303.04,1414.36,1085.79,1230.21
PLD4,41,67,12,47,296,168,262,159,141,122,211,219,326,272,187,287
HBE1,54650,31670,7495,19884,18540,30795,142,579,7,9,20,5,11,9,0,0
OPA3,810,866,138,400,990,1002,1334,1208,678,503,933,749,1713,1199,1245,1543
HBG1,22740,13165,139,806,212,370,3,2,0,0,1,0,0,0,0,0
PPP1R36,10,13,6,14,44,36,170,299,54,43,8,43,134,79,55,97
GPR17,60,102,37,68,297,125,330,282,110,100,123,94,330.47,218.18,32.02,33
EPX,1,3,0,1,1,2,0,0,2,1,0,0,1,0,13,0
ZNF622,313,398,73,166,492,373,650,763,268,207,320,364,833,547,481,626
FPR2,0,0,0,3,3,0,6,3,0,3,3,6,19,9,9,13
BHLHA15,2,9,1,5,8,5,120,25,64,58,49,53,140,104,165,414
DNAH3,3,4,1,15.81,1,0,499.35,452.22,652.47,515.45,14.14,125.42,614.43,494.82,323.98,504.98
OSTN,0,0,0,1,0,2,73.89,134.99,25,13,24,51.88,143.96,70,54,56
TAF9,106.02,108.23,16.52,30.23,100.72,83.67,124.74,154.37,31.57,30.94,31.22,41.4,68.48,37.99,33.03,26.95
